010612 Les mammifères; vivent, les baleines, les dauphins et les marsouins (mammifères de l'ordre des cétacés); lamantins et dugongs (mammifères de l'ordre des Siréniens); phoques, lions de mer et morses (mammifères du sous-ordre Pinnipedia)
010613 Les mammifères; vivants, chameaux et autres camélidés (camélidés)
030457 Viande de poisson; à l'exclusion des filets, hachés ou non; frais ou réfrigéré, raies et raies (Rajidae)
030459 Viande de poisson; à l'exclusion des filets, hachés ou non; frais ou réfrigéré, de poisson n.c.a. dans l'article no. 0304.5
030461 Filets de poisson; congelés, tilapias (Oreochromis spp.)
030462 Filets de poisson; poisson-chat congelé (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)
030463 Filets de poisson; congelé, perche du Nil (Lates niloticus)
030469 Filets de poisson; congelé, carpe (Cyprinus / Carassius / Ctenopharyngodon idellus / Hypophthalmichthys / Cirrhinus / Mylopharyngodon piceus / Catla catla / Labéo / Osteochilus hasselti / Leptobarbus hoeveni / Megalobrama), anguilles (Anguilla) et têtes de serpent (Channa)
030471 Filet de poisson; congelé, morue (Gadus morhua, Gadus ogac, Gadus macrocephalus)
030472 Filets de poisson; congelé, églefin (Melanogrammus aeglefinus)
030473 Filets de poisson; congelé, le coquillage (Pollachius virens)
030474 Filets de poisson; congelé, merlu (Merluccius spp., Urophycis spp.)
030475 Filets de poisson; congelé, lieu jaune de l'Alaska (Theragra chalcogramma)
030479 Filets de poisson; congelés, des familles des Bregmacerotidae, des Euclichthyidae, des Gadidae, des Macrouridae, des Melanonidae, des Merlucciidae, des Moridae et des Muraenolepididae autres que la morue, l'églefin, le coquillage, le merlu et le lieu jaune de l'Alaska
030481 Filets de poisson; congelé, saumon, Pacifique (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantique (Salmo salar) et Danube (Hucho hucho)
030482 Filets de poisson; congelés, truites (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache et Oncorhynchus chrysogaster)
030483 Filets de poisson; poissons plats et congelés (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae et Citharidae)
030484 Filets de poisson; congelé, espadon (Xiphias gladius)
030485 Filets de poisson; congelé, légine (Dissostichus spp.)
030486 Filets de poisson; congelés, harengs (Clupea harengus, Clupea pallasii)
030487 Filets de poisson; congelés, thons (du genre Thunnus), listaos ou bonites à ventre rayé (Euthynnus (Katsuwonus) pelamis)
030488 Filets de poisson; congelés, aiguillats, autres requins, raies et raies (Rajidae)
030489 Filets de poisson; congelés, de poisson n.c.a. dans la position 0304.8
030491 Viande de poisson, à l'exclusion des filets, hachée ou non; congelé, espadon (Xiphias gladius)
030492 Viande de poisson, à l'exclusion des filets, hachée ou non; congelé, légine (Dissostichus spp.)
030493 Viande de poisson, à l'exclusion des filets, hachée ou non; congelés, tilapias, poissons-chats, carpes, anguilles, perches du Nil et têtes de serpent
030494 Viande de poisson, à l'exclusion des filets, hachée ou non; congelé, Alaska Pollack (Theragra chalcogramma)
030495 Viande de poisson, à l'exclusion des filets, hachée ou non; congelés, des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae, autres que Pollack d'Alaska (Theragra chalcogramma)
030496 Viande de poisson, à l'exclusion des filets, hachée ou non; congelé, aiguillat et autres requins
030497 Viande de poisson, à l'exclusion des filets, hachée ou non; congelés, raies et patins (Rajidae)
030499 Viande de poisson, à l'exclusion des filets, hachée ou non; congelé, n.c.a. dans l'article no. 0304.9
0305 Poisson, séché, salé ou en saumure; poisson fumé, même cuit avant ou pendant le fumage; farines, poudres et pellets de poisson, propres à l'alimentation humaine
030510 Poisson; farines, poudres et pellets, propres à l'alimentation humaine
030520 Poisson; foies, oeufs et laitance de poisson, séchés, fumés, salés ou en saumure
030531 Filets de poisson; séchés, salés ou en saumure, mais non fumés, tilapias, poissons-chats, carpes, anguilles, perches du Nil et têtes de serpent
030532 Filets de poisson; séchés, salés ou en saumure, mais non fumés, des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae
030539 Filets de poisson; séché, salé ou en saumure, mais non fumé, n.c.a. dans l'article no. 0305.3
030541 Poisson; fumés, même cuits avant ou pendant la fumaison, saumons, pacifiques (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), atlantiques (Salmo salar) et danubois (hucho hucho), y compris les filets, mais à l'exclusion des poissons comestibles déchets
030542 Poisson; fumés, même cuits avant ou pendant le fumage, harengs (Clupea harengus, Clupea pallasii), y compris les filets, mais à l'exclusion des abats comestibles
030543 Poisson; fumés, même cuits avant ou pendant le fumage, truites (Salmo trutta, Oncorhynchus mykiss / clarki / aguabonita / gilae / apache / chrysogaster), y compris les filets, mais à l'exclusion des abats de poisson comestibles
030544 Poisson; fumés, même cuits avant ou pendant le fumage, tilapias, poissons-chats, carpes, anguilles, perches du Nil et têtes de serpent, y compris les filets, mais à l'exclusion des abats comestibles de poissons
030549 Poisson; fumés, même cuits avant ou pendant le fumage, n.c.a. dans l'article no. 0305.4, comprend les filets, mais exclut les abats de poisson comestibles
030551 Poisson; séchés, même salés mais non fumés, autres que les abats comestibles, la morue (Gadus morhua, Gadus ogac, Gadus macrocephalus)
030552 Poisson; séchés, même salés mais non fumés, tilapias, poissons-chats, carpes, anguilles, perches du Nil et têtes de serpent
030553 Poisson; séchés, même salés mais non fumés, poissons des familles Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae et Muraenolepididae, autres que la morue
030554 Harengs séchés, anchois, sardines, sardinelles, bruns ou sprats, maquereaux (y compris les indiens, crustacés ou équins), seiches, carangues, crevalles, cobia, pomfrets argentés, saury du Pacifique, escouades, capelan, espadon, kawakawa, bonitos, marlins, voiliers, spearfish
030559 Poisson; séchés, même salés mais non fumés, autres que les abats comestibles, n.c.a. dans l'article no. 0305.5
030561 Poisson; salés ou en saumure, non séchés ni fumés, autres que les abats comestibles de poissons, le hareng (Clupea harengus, Clupea pallasii)
030562 Poisson; salés ou en saumure, non séchés ni fumés, autres que les abats comestibles, la morue (Gadus morhua, Gadus ogac, Gadus macrocephalus)
030563 Poisson; salés ou en saumure, non séchés ni fumés, autres que les abats comestibles, anchois (Engrails spp.)
030564 Poisson; salés ou en saumure, non séchés ni fumés, autres que les abats comestibles, les tilapias, les poissons-chats, les carpes, les anguilles, les perches du Nil et les têtes de serpent
030569 Poisson; salés ou en saumure, non séchés ni fumés, autres que les abats comestibles, n.c.a. dans l'article no. 0305.6
030571 Poisson; abats comestibles, ailerons de requin
030572 Poisson; abats comestibles, têtes de poisson, queues et gueules
030579 Poisson; abats comestibles, autres que les ailerons de requins, les têtes de poissons, les queues et les guirlandes
0306 Crustacés; en coque ou non, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure; fumé, cuit ou non avant ou pendant le fumage; en coque, cuits à la vapeur ou bouillis, même réfrigérés, congelés, séchés, salés ou en saumure; farines comestibles, repas, pellets
030611 Crustacés; congelés, langoustes et autres écrevisses de mer (Palinurus spp., Panulirus spp., Jasus spp.), en carapace ou non, fumés, cuits ou non avant ou pendant le fumage; en coque, cuit à la vapeur ou à l'eau bouillante
030612 Crustacés; homards congelés (Homarus spp.), en coques ou non, fumés, cuits ou non avant ou pendant le fumage; en coque, cuit à la vapeur ou à l'eau bouillante
030614 Crustacés; congelés, crabes, non décortiqués, fumés, cuits ou non avant ou pendant le fumage; en coque, cuit à la vapeur ou à l'eau bouillante
030615 Crustacés; congelés, langoustines (Nephrops norvegicus), en coques ou non, fumés, cuits ou non avant ou pendant le fumage; en coque, cuit à la vapeur ou à l'eau bouillante
030616 Crustacés; crevettes et crevettes congelées d'eau froide (Pandalus spp., Crangon crangon), décortiquées ou non, fumées, cuites ou non avant ou pendant le fumage; en coque, cuit à la vapeur ou à l'eau bouillante
030617 Crustacés; congelés, crevettes et crevettes, à l'exclusion des variétés d'eau froide, non décortiquées, fumées, cuites ou non avant ou pendant le fumage; en coque, cuit à la vapeur ou à l'eau bouillante
030619 Crustacés; congelé, n.c.a. dans l'article no. 0306.1, en coque ou non, fumé, cuit ou non avant ou pendant le fumage; en coque, cuit à la vapeur ou à l'eau bouillante; y compris farines, poudres et pellets de crustacés comestibles
030631 Crustacés; vivants, frais ou réfrigérés, langoustes et autres écrevisses de mer (Palinurus spp., Panulirus spp., Jasus spp.), en carapace ou non
030632 Crustacés; homards (Homarus spp.) vivants, frais ou réfrigérés, même décortiqués
030633 Crustacés; vivants, frais ou réfrigérés, crabes, même décortiqués
030634 Crustacés; vivants, frais ou réfrigérés, langoustines (Nephrops norvegicus), même décortiquées
030635 Crustacés; des crevettes et des crevettes d'eau froide (Pandalus spp., Crangon crangon), vivantes, fraîches ou réfrigérées, même décortiquées
030636 Crustacés; vivants, frais ou réfrigérés, crevettes, à l'exclusion des variétés d'eau froide, en coques ou non
030639 Crustacés; vivant, frais ou réfrigéré, n.c.a. dans l'article no. 0306.3, écossé ou non, y compris farines comestibles, poudres et agglomérés sous forme de pellets de crustacés
030691 Crustacés; langoustes et autres écrevisses de mer (Palinurus spp., Panulirus spp., Jasus spp.), fumées, cuites ou non, même décortiquées, même cuites avant ou pendant leur fumage
030692 Crustacés; homards (Homarus spp.), fumés, cuits ou non, même décortiqués, même cuits, avant ou pendant leur fumage
030693 Crustacés; crabes, fumés, cuits ou non, même décortiqués, cuits ou non avant ou pendant leur fumage
030694 Crustacés; Langoustines (Nephrops norvegicus), fumées, cuites ou non, même décortiquées, même cuites, avant ou pendant leur fumage
030695 Crustacés; crevettes, fumées, cuites ou non, même décortiquées, même cuites avant ou pendant leur fumage
030699 Crustacés; fumé, entier, cuit ou non, n.c.a. dans l'article no. 0306.9, décortiqué ou non, y compris farines comestibles, poudres et agglomérés sous forme de pellets de crustacés
0307 Mollusques; en vrac ou non, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure; mollusques fumés, décortiqués ou non, cuits ou non avant ou pendant le fumage; farines, poudres et pellets de mollusques propres à l'alimentation humaine
030711 Mollusques; huîtres, même décortiquées, vivantes, fraîches ou réfrigérées
030712 Mollusques; huîtres, même décortiquées, congelées
030719 Mollusques; huîtres, même décortiquées, séchées, salées ou en saumure, fumées, cuites ou non avant ou pendant le fumage
030721 Mollusques; coquilles Saint-Jacques, même décortiquées, y compris les coquilles Saint-Jacques, des genres Pecten, Chlamys ou Placopecten, vivantes, fraîches ou réfrigérées
030722 Mollusques; coquilles Saint-Jacques, même décortiquées, y compris les coquilles Saint-Jacques des genres Pecten, Chlamys ou Placopecten, congelées
030729 Mollusques; pétoncles, même décortiqués, y compris les pétoncles royaux des genres Pecten, Chlamys ou Placopecten, séchés, salés, en saumure ou fumés, cuits ou non avant ou pendant le fumage
030731 Mollusques; moules (Mytilus spp., Perna spp.), même décortiquées, vivantes, fraîches ou réfrigérées
030732 Mollusques; moules (Mytilus spp., Perna spp.), même décortiquées, congelées
030739 Mollusques; moules (Mytilus spp., Perna spp.), même décortiquées, séchées, salées, en saumure ou fumées, cuites ou non avant ou pendant le fumage
030742 Mollusques; seiches et calmars, même décortiqués, vivants, frais ou réfrigérés
030743 Mollusques; seiches et calmars, même décortiqués, même farines, poudres et pellets de mollusques, propres à la consommation humaine, congelés
030749 Mollusques; seiches et calmars, même décortiqués, et leurs farines, poudres et boulettes de mollusques, propres à l'alimentation humaine, séchés, salés, en saumure ou fumés, cuits ou non avant ou pendant le fumage
030751 Mollusques; poulpe (Octopus spp.), vivant, frais ou réfrigéré
030752 Mollusques; poulpe (Octopus spp.), congelé
030759 Mollusques; poulpe (Octopus spp.), séché, salé, en saumure ou fumé, cuit ou non avant ou pendant le fumage
030760 Mollusques; escargots, autres que les escargots de mer, même décortiqués, vivants, frais, réfrigérés, congelés, séchés, salés, en saumure ou fumés, cuits ou non avant ou pendant le fumage
030771 Mollusques; palourdes, coques et coquilles d'arches (familles Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae et Veneridae), en carapace ou non, vivants, frais ou réfrigérés
030772 Mollusques; palourdes, coques, coquilles d'arques (Arcidés, Arcticidés, Cardiidés, Donacidés, Hiatellidés, Mactridés, Mesodésmatidés, Myidés, Semélidés, Solécurtidés, Solénidés, Tridacnidés et Vénéridés), même décortiqués, congelés
030779 Mollusques; palourdes, coques, coquilles d'arches (familles Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), même décortiquées, séchées, salées, en saumure, fumées
030781 Mollusques; Ormeaux (Haliotis spp.), même décortiqués, vivants, frais ou réfrigérés
030782 Mollusques; conques stromboïdes (Strombus spp.), même décortiquées, vivantes, fraîches ou réfrigérées
030783 Mollusques; ormeaux (Haliotis spp.), même décortiqués, congelés
030784 Mollusques; conques stromboïdes (Strombus spp.), même décortiquées, congelées
030787 Mollusques; ormeaux (Haliotis spp.), même décortiqués, séchés, salés, en saumure ou fumés, cuits ou non avant ou pendant le fumage
030788 Mollusques; conques strombides (Strombus spp.), même décortiquées, contenant des farines, poudres et agglomérés sous forme de pellets de mollusques, propres à l'alimentation humaine, séchés, salés, en saumure ou fumés, cuits ou non avant ou pendant le fumage
030791 Mollusques; n.c.a. dans la position 0307, ​​même décortiqué, comprend les farines, les semoules et les pellets de mollusques, propres à l'alimentation humaine, vivants ou frais, réfrigérés
030792 Mollusques; n.c.a. dans la position 0307, ​​même décortiquées, comprend les farines, les semoules et les pellets de mollusques, propres à la consommation humaine, congelés
030799 Mollusques; n.c.a. des farines, poudres et agglomérés sous forme de pellets de mollusques, propres à l'alimentation humaine, séchés, salés, en saumure ou fumés, cuits ou non avant ou pendant le fumage, dans la position 0307, ​​même décortiqués
0308 Invertébrés aquatiques, autres que les crustacés et les mollusques; vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure, fumés, même cuits avant ou pendant le fumage; farines, poudres et pellets propres à la consommation humaine
030811 Invertébrés aquatiques; concombres de mer (Stichopus japonicus, Holothuroidea), vivants, frais ou réfrigérés
030812 Invertébrés aquatiques; concombres de mer (Stichopus japonicus, Holothuroidea), congelés
030819 Invertébrés aquatiques; concombres de mer (Stichopus japonicus, Holothuroidea), séchés, salés ou en saumure, fumés, même cuits avant ou pendant le fumage
030821 Invertébrés aquatiques; Oursins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), vivants, frais ou réfrigérés
030822 Invertébrés aquatiques; oursins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), congelés
030829 Invertébrés aquatiques; oursins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), séchés, salés ou en saumure, fumés, même cuits avant ou pendant le fumage
030830 Invertébrés aquatiques; méduses (Rhopilema spp.), vivantes, fraîches, réfrigérées, congelées, séchées, salées ou en saumure, fumées, même cuites avant ou pendant leur fumage
030890 Invertébrés aquatiques; autres que crustacés, mollusques, oursins, concombres de mer et méduses, vivants, frais, réfrigérés, congelés, séchés, salés ou en saumure, fumés, cuits ou non avant ou pendant le fumage, y compris farines, poudres et pellets
04 PRODUIT LAITIER; OEUFS D'OISEAUX; MIEL NATUREL; PRODUITS COMESTIBLES D'ORIGINE ANIMALE, NON ÉNUMÉRÉS AILLEURS OU INCLUS
0401 Lait et crème; non concentré, sans addition de sucre ou d'autres édulcorants
040110 Produits laitiers; lait et crème, non concentrés, sans addition de sucre ou d'autres édulcorants, d'une teneur en poids de matières grasses n'excédant pas 1%
040120 Produits laitiers; lait et crème, non concentrés, sans addition de sucre ou d'autres édulcorants, d'une teneur en poids de matières grasses excédant 1% mais n'excédant pas 6%
040140 Produits laitiers; lait et crème, non concentrés, sans addition de sucre ou d'autres édulcorants, d'une teneur en poids de matières grasses excédant 6% mais n'excédant pas 10%
040150 Produits laitiers; lait et crème, non concentrés, sans addition de sucre ou d'autres édulcorants, d'une teneur en poids de matières grasses excédant 10%
0402 Lait et crème; concentré ou additionné de sucre ou d'autres édulcorants
040210 Produits laitiers; lait et crème, concentrés ou additionnés de sucre ou d'autres édulcorants, en poudre, en granulés ou sous d'autres formes solides, d'une teneur en matières grasses n'excédant pas 1,5% (en poids)
040221 Produits laitiers; lait et crème, concentrés, non additionnés de sucre ou d'autres édulcorants, en poudre, en granulés ou sous d'autres formes solides, d'une teneur en matières grasses supérieure à 1,5% (en poids)
040229 Produits laitiers; lait et crème, additionnés de sucre ou d'autres édulcorants, en poudre, en granulés ou sous d'autres formes solides, d'une teneur en matières grasses excédant 1,5% (en poids)
040291 Produits laitiers; lait et crème, concentrés, sans addition de sucre ou d'autres édulcorants, autres qu'en poudre, en granulés ou sous d'autres formes solides
040299 Produits laitiers; lait et crème, additionnés de sucre ou d'autres édulcorants, autres qu'en poudre, en granulés ou sous d'autres formes solides
0403 Babeurre, lait et crème caillés, yoghourt, kéfir, lait ou crème fermenté ou acidifié, même concentré, additionné de sucre, d'édulcorant, de fruits aromatisés ou additionnés ou de cacao
040310 Produits laitiers; yoghourt, même concentré ou additionné de sucre ou d'autres édulcorants ou aromatisé ou additionné de fruits ou de cacao
040390 Produits laitiers; babeurre, lait ou crème caillés, kephir, lait ou crème fermenté ou acidifié, même concentré ou additionné d'édulcorant, d'aromatisant, de fruits ou de cacao (à l'exclusion du yoghourt)
0404 Lactosérum et produits constitués de constituants naturels du lait; contenant ou non du sucre ajouté ou autres édulcorants, non dénommés ni compris ailleurs
040410 Produits laitiers; lactosérum, même concentré ou additionné de sucre ou d'autres édulcorants
040490 Produits laitiers; composants naturels du lait (à l'exclusion du lactosérum), même additionnés de sucre ou d'autres édulcorants, n.c.a. au chapitre 04
0405 Beurre et autres graisses et huiles dérivées du lait; pâtes à tartiner
040510 Produits laitiers; dérivé du lait, beurre
040520 Produits laitiers; pâtes à tartiner
040590 Produits laitiers; graisses et huiles dérivées du lait (autres que les pâtes à tartiner au beurre ou aux produits laitiers)
0406 Fromage et caillé
040610 Produits laitiers; fromage frais (y compris le fromage de lactosérum), non fermenté, et caillebotte
040620 Produits laitiers; fromage de toutes sortes, râpé ou en poudre
040630 Produits laitiers; fromage, traité (non râpé ou en poudre)
040640 Produits laitiers; fromages, veines bleues et autres fromages contenant des veines produites par Penicillium roqueforti (non râpées, en poudre ou transformées)
040690 Produits laitiers; fromage (non râpé, en poudre ou transformé), n.c.a. dans le n ° 0406
0407 Oeufs d'oiseaux, en coquille; frais, conservé ou cuit
040711 Oeufs d'oiseaux, en coquille; oeufs frais, fécondés, destinés à l'incubation, de volailles de l'espèce Gallus domesticus (poules domestiques)
040719 Oeufs d'oiseaux, en coquille; oeufs frais, fécondés, destinés à l'incubation, autres que les poules de l'espèce Gallus domesticus (poules domestiques)
040721 Oeufs d'oiseaux, en coquille; frais, non destiné à l'incubation, de volailles de l'espèce Gallus domesticus (poules domestiques)
040729 Oeufs d'oiseaux, en coquille; frais, non destiné à l'incubation, autres que les poules de l'espèce Gallus domesticus (poules domestiques)
040790 Oeufs d'oiseaux, en coquille; conservé ou cuit
0408 Oeufs d'oiseaux, non décortiqués; jaunes d'oeufs, frais, séchés, cuits à la vapeur ou à l'eau dans l'eau, moulés, congelés ou autrement conservés, même additionnés de sucre ou d'autres édulcorants
040811 Des œufs; oeufs d'oiseaux, jaunes, séchés, même additionnés de sucre ou d'autres édulcorants
040819 Des œufs; oeufs d'oiseaux, jaunes, frais, cuits à l'eau ou à la vapeur, moulés, congelés ou autrement conservés, même additionnés de sucre ou d'autres édulcorants
040891 Des œufs; oeufs d'oiseaux (non décortiqués, sauf jaunes), séchés, avec ou sans addition de sucre ou d'autres édulcorants
040899 Des œufs; Oeufs d'oiseaux (non décortiqués, à l'exclusion des jaunes d'œufs), frais, cuits à la vapeur ou à l'eau dans l'eau, moulés, congelés, conservés, même additionnés de sucre ou d'autres édulcorants
0409 Mon chéri; Naturel
040900 Mon chéri; Naturel
0410 Produits comestibles d'origine animale; non spécifié ailleurs ou inclus
041000 Produits animaux; comestible, n.c.a. dans ce ou d'autres chapitres
05 PRODUITS D'ORIGINE ANIMALE; NON ÉNUMÉRÉ AILLEURS OU INCLUS
0501 Cheveux humains; bruts, même lavés ou récurés; perte de cheveux humains
050100 Produits animaux; des cheveux, humains, bruts, même lavés ou récurés, et des déchets de cheveux
0502 Porcs et poils de porc, de porc ou de sanglier; et déchets de ceux-ci
050210 Produits animaux; poils et soies, de porcins, de porcs ou de verrats et leurs déchets
050290 Produits animaux; poils de blaireau et autres poils pour faire les cheveux et déchets de ces soies ou poils, n.c.a. dans le n ° 0502 (sans compter le crin de cheval)
0504 Tripes, vessies et estomacs d'animaux (autres que les poissons); entiers ou en morceaux, frais, réfrigérés, congelés, salés ou en saumure, séchés ou fumés
050400 Produits animaux; tripes, vessies et estomacs d'animaux (autres que les poissons), entiers ou en morceaux, à l'état frais, réfrigéré, congelé, salé ou en saumure, séchés ou fumés
0505 Peaux et autres parties d'oiseaux avec des plumes, vers le bas; plumes, duvet et leurs parties; pas plus travaillé que nettoyé, désinfecté, traité pour la conservation; Poudre, déchets et parties de plumes
050510 Produits animaux; plumes et duvet utilisés pour le rembourrage, simplement travaillés, nettoyés, désinfectés ou traités en vue de leur conservation
050590 Produits animaux; peaux et autres parties d'oiseaux, plumes et duvet (non conditionnées pour la confection), poudres et déchets de ceux-ci, simplement nettoyés, désinfectés ou traités en vue de leur conservation
0506 Os et cornillons, bruts, dégraissés, simplement préparés (mais non découpés en forme), traités à l'acide ou dégélatinés; poudre et déchets de ces produits
050610 Produits animaux; Oséine et os traités avec de l'acide
050690 Produits animaux; os et cornillons et poudres ou déchets de ces matières, bruts, dégraissés, simplement préparés (non découpés en forme), ou traités avec de l'acide ou dégélatinés, n.c.a. dans le n ° 0506
0507 Ivoire, écaille de tortue, fanons de baleine et d'autres mammifères marins, cornes, bois, sabots, ongles, griffes et becs, bruts ou simplement préparés, non découpés en forme; déchets et poudres de ces produits
050710 Produits animaux; ivoire, brut ou simplement préparé, mais non découpé en forme, poudre et déchets d'ivoire
050790 Produits animaux; écailles de tortue, fanons et fanons de baleine, fanons, cornes, bois, sabots, ongles, griffes et becs, bruts ou simplement préparés, mais non découpés en forme, déchets et poudres de ces produits
0508 Coraux et matières similaires, bruts ou simplement préparés, coquilles de mollusques, crustacés ou échinodermes et os de seiches, non découpés en poudre et leurs déchets
050800 Produits animaux; coraux et matières similaires, coquilles de mollusques, crustacés, échinodermes, os de seiches, bruts ou simplement préparés, mais non découpés en forme, poudres et déchets
0510 Ambre gris, castoréum, civette et musc; cantharides; bile, séchés ou non glandes, autres produits d'origine animale utilisés dans la préparation de produits pharmaceutiques, frais réfrigérés, congelés ou autrement conservés de façon provisoire
051000 Produits animaux; ambre gris, castoréum, civette, musc, cantharides, glandes biliaires (séchées ou non) et autres produits d'origine animale, à usage pharmaceutique, frais, réfrigérés, congelés ou autrement conservés de façon provisoire
0511 Produits d'origine animale non spécifiés ou inclus ailleurs animaux morts des chapitres 1 ou 3, impropres à la consommation humaine
051110 Produits animaux; sperme bovin
051191 Produits animaux; de poissons ou de crustacés, de mollusques ou d'autres invertébrés aquatiques; animaux morts du chapitre 03, impropres à la consommation humaine
051199 Produits animaux; n.c.a. au chapitre 5
06 ARBRES ET AUTRES PLANTES, VIVANTS; AMPOULES, RACINES ET ANALOGUES; FLEURS COUPEES ET FEUILLAGE ORNEMENTAL
0601 Bulbes, tubercules, racines tubéreuses, cormes, couronnes et rhizomes; dormant, en croissance ou en fleur; plantes et racines de chicorée autres que les racines du n °. 1212
060110 Les plantes, vivent; bulbes, tubercules, racines tubéreuses, cormes, couronnes et rhizomes, dormants
060120 Les plantes, vivent; bulbes, tubercules, racines tubéreuses, bulbes, couronnes et rhizomes, en croissance ou en fleur, plantes et racines de chicorée autres que celles du no. 1212
0602 Les plantes, vivent; n.c.a. dans le n ° 0601 (y compris leurs racines) boutures et glissades; champignon
060210 Les plantes, vivent; boutures non racinées et glissades
060220 Les plantes, vivent; fruits comestibles ou noyers, arbustes et buissons, greffés ou non
060230 Les plantes, vivent; rhododendrons et azalées, greffés ou non
060240 Les plantes, vivent; roses, greffées ou non
060290 Les plantes, vivent; n.c.a. dans le n ° 0602
0603 Fleurs; fleurs et boutons de fleurs, coupés, pour bouquets ou pour ornements, frais, séchés, blanchis, teints, imprégnés ou autrement préparés
060311 Fleurs, coupées; roses, fleurs et bourgeons des types appropriés pour bouquets ou pour ornements, frais
060312 Fleurs, coupées; oeillets, fleurs et bourgeons des types appropriés pour bouquets ou pour ornements, frais
060313 Fleurs, coupées; orchidées, fleurs et bourgeons des types adaptés aux bouquets ou à des fins ornementales, frais
060314 Fleurs, coupées; chrysanthèmes, fleurs et bourgeons des types appropriés pour bouquets ou pour ornements, frais
060315 Fleurs, coupées; lis (Lilium spp.), fleurs et boutons de fleurs, pour bouquets ou pour ornements, frais
060319 Fleurs, coupées; fleurs et bourgeons des types utilisables pour bouquets ou pour ornements, frais, autres que roses, oeillets, orchidées, chrysanthèmes ou lys
060390 Fleurs, coupées; fleurs et boutons de fleurs, pour bouquets ou pour ornements, séchés, teints, blanchis, imprégnés ou autrement préparés
0604 Feuillage, branches et autres parties de plantes, sans fleurs ni bourgeons floraux, et herbes, mousses et lichens; Convient pour les bouquets ou à des fins ornementales, fraîches, séchées, teintes, blanchies, imprégnées etc.
060420 Feuillage, branches et autres parties de plantes, sans fleurs ni bourgeons floraux, et herbes, mousses et lichens; Convient pour les bouquets ou à des fins ornementales, fraîches
060490 Feuillage, branches et autres parties de plantes, sans fleurs ni bourgeons floraux, et herbes, mousses et lichens; pour bouquets ou pour ornements, séchés, teints, blanchis, imprégnés ou autrement préparés
07 LÉGUMES ET CERTAINES RACINES ET TUBERCULES; COMESTIBLE
0701 Patates; frais ou réfrigéré
070110 Des légumes; pommes de terre de semence, fraîches ou réfrigérées
070190 Des légumes; pommes de terre (autres que les graines), fraîches ou réfrigérées
0702 Tomates; frais ou réfrigéré
070200 Des légumes; tomates, fraîches ou réfrigérées
0703 Oignons, échalotes, ail, poireaux et autres légumes alliacés; frais ou réfrigéré
070310 Légumes, alliacés; oignons et échalotes, frais ou réfrigérés
070320 Légumes, alliacés; ail, frais ou réfrigéré
070390 Légumes, alliacés; poireaux et autres espèces n.c.a. dans le n ° 0703, frais ou réfrigéré
0704 Choux, choux-fleurs, choux-raves, choux frisés et autres brassicas comestibles similaires; frais ou réfrigéré
070410 Légumes, brassica; choux-fleurs et brocolis à tête, frais ou réfrigérés
070420 Légumes, brassica; choux de Bruxelles, frais ou réfrigérés
070490 Légumes, brassica; comestible, n.c.a. dans le n ° 0704, frais ou réfrigéré
0705 Laitue (lactuca sativa) et chicorée (cichorium spp.), Fraîche ou réfrigérée
070511 Des légumes; chou (tête) laitue (lactuca sativa), fraîche ou réfrigérée
070519 Des légumes; laitue (lactuca sativa), (autre que la laitue de chou), fraîche ou réfrigérée
070521 Des légumes; witloff chicorée (cichorium intybus var. foliosum), fraîche ou réfrigérée
070529 Des légumes; chicorée (cichorium spp.), (autre que chicorée witloof), à l'état frais ou réfrigéré
0706 Carottes, navets, betteraves à salade, salsifis, céleris-raves, radis et racines comestibles similaires; frais ou réfrigéré
070610 Légumes, racine; carottes et navets, frais ou réfrigérés
070690 Légumes, racine; betteraves à salade, salsifis, céleris, radis et racines comestibles similaires, à l'état frais ou réfrigéré
