sample_id,text,tokens,spans,labels
331_13,".
La formation 1er accueil du mardi 27 octobre est complète, n’hésitez pas à nous contacter si vous souhaitez être informé·e·s directement des prochaines dates
Objectifs
Permettre aux participants travaillant quotidiennement avec les jeunes, d'être en capacité de donner les principales informations sur les différents dispositifs de mobilité vers l’Europe et l’international, de répondre à leurs questions, de les orienter vers les structures compétentes en Région Hauts-de-France.
POURQUOI","['.', '\n', 'La', 'formation', '1er', 'accueil', 'du', 'mardi', '27', 'octobre', 'est', 'complète', ',', 'n’', 'hésitez', 'pas', 'à', 'nous', 'contacter', 'si', 'vous', 'souhaitez', 'être', 'informé·e·s', 'directement', 'des', 'prochaines', 'dates', '\n', 'Objectifs', '\n', 'Permettre', 'aux', 'participants', 'travaillant', 'quotidiennement', 'avec', 'les', 'jeunes', ',', ""d'"", 'être', 'en', 'capacité', 'de', 'donner', 'les', 'principales', 'informations', 'sur', 'les', 'différents', 'dispositifs', 'de', 'mobilité', 'vers', 'l’', 'Europe', 'et', 'l’', 'international', ',', 'de', 'répondre', 'à', 'leurs', 'questions', ',', 'de', 'les', 'orienter', 'vers', 'les', 'structures', 'compétentes', 'en', 'Région', 'Hauts-de-France', '.', '\n', 'POURQUOI']","[(115, 126)]",[['fle']]
331_29,"Rejoignez le réseau
RESTER INFORMÉ(E)","['Rejoignez', 'le', 'réseau', '\n', 'RESTER', 'INFORMÉ(E)']","[(27, 37)]",[['fle']]
331_39,"Se référencer
Rester informé(e)
Conditions d'utilisation
","['Se', 'référencer', '\n', 'Rester', 'informé(e)', '\n', 'Conditions', ""d'"", 'utilisation', '\n']","[(21, 31)]",[['fle']]
375_3,"Tous mes articles sont en accès libre, pour celles et ceux qui le souhaitent,","['Tous', 'mes', 'articles', 'sont', 'en', 'accès', 'libre', ',', 'pour', 'celles', 'et', 'ceux', 'qui', 'le', 'souhaitent', ',']","[(44, 58)]",[['coo']]
394_66,"Dans le cadre de la création d’une plateforme digitale, le groupe poursuit son développement par le recrutement d’un(e) Chef de projet Acquisition & Fidélisation.
Rattaché(e) à la Direction digitale, vos missions sont les suivantes :
Vous êtes en charge de gérer des campagnes emailing, display et affiliation, pour acquérir des prospects.","['Dans', 'le', 'cadre', 'de', 'la', 'création', 'd’', 'une', 'plateforme', 'digitale', ',', 'le', 'groupe', 'poursuit', 'son', 'développement', 'par', 'le', 'recrutement', 'd’', 'un(e)', 'Chef', 'de', 'projet', 'Acquisition', '&', 'Fidélisation', '.', '\n', 'Rattaché(e)', 'à', 'la', 'Direction', 'digitale', ',', 'vos', 'missions', 'sont', 'les', 'suivantes', ':', '\n', 'Vous', 'êtes', 'en', 'charge', 'de', 'gérer', 'des', 'campagnes', 'emailing', ',', 'display', 'et', 'affiliation', ',', 'pour', 'acquérir', 'des', 'prospects', '.']","[(163, 174)]",[['fle']]
394_70,"Comment postuler ?
Pour ce poste, nous recherchons un(e) candidat(e) issu(e)","['Comment', 'postuler', '?', '\n', 'Pour', 'ce', 'poste', ',', 'nous', 'recherchons', 'un(e)', 'candidat(e)', 'issu(e)']","[(57, 76)]",[['fle']]
395_51,"- Grand topic des Présentations 2020 / 2021
par Althéa Manita, le 25 Nov 2021
Bonjour a toutes et à tous, j'ai 36 ans, je vis dans le sud de la France, avec ma fille de 11 ans.","['-', 'Grand', 'topic', 'des', 'Présentations', '2020', '/', '2021', '\n', 'par', 'Althéa', 'Manita', ',', 'le', '25', 'Nov', '2021', '\n', 'Bonjour', 'a', 'toutes', 'et', 'à', 'tous', ',', ""j'"", 'ai', '36', 'ans', ',', 'je', 'vis', 'dans', 'le', 'sud', 'de', 'la', 'France', ',', 'avec', 'ma', 'fille', 'de', '11', 'ans', '.']","[(88, 104)]",[['coo']]
395_108,", amoureux(euse)","[',', 'amoureux(euse)']","[(2, 16)]",[['fle']]
401_2,"C'est vrai que l'idée de ne plus avoir de pensée, pour celles et ceux qui se sentent envahi.e par leur mental, peut sembler attrayante.
","[""C'"", 'est', 'vrai', 'que', ""l'"", 'idée', 'de', 'ne', 'plus', 'avoir', 'de', 'pensée', ',', 'pour', 'celles', 'et', 'ceux', 'qui', 'se', 'sentent', 'envahi.e', 'par', 'leur', 'mental', ',', 'peut', 'sembler', 'attrayante', '.', '\n']","[(55, 69), (85, 93)]","[['coo'], ['fle']]"
401_7,"C'est aussi simple que ça !
Mais alors, me direz-vous, que faire de ces pensées quand on médite ?
Puisque nous ne pouvons empêcher les pensées de surgir, la pratique de la méditation de pleine conscience consiste à les accueillir, les observer sans jugement, avec curiosité (tout juste, peut être, en notant leurs caractéristiques, leur contenu, leur nature agréable ou désagréable ou neutre).
Cela veut dire qu'on ne cherche pas :
à repousser les pensées quand elles arrivent (en se jugeant parce qu'on est persuadée qu'on ne devrait pas penser !)
ni à les suivre, en se déconnectant alors de nous même et en partant ""ailleurs"" dans des réflexions ou des rêveries, et encore moins à les croire en étant persuadé.e ""qu'on n'y arrivera pas"", ""qu'il faut aller faire ce SMS immédiatement"" et à obéir à ce qui nous semble être une vérité ou une injonction.
","[""C'"", 'est', 'aussi', 'simple', 'que', 'ça', '!', '\n', 'Mais', 'alors', ',', 'me', 'direz', '-vous', ',', 'que', 'faire', 'de', 'ces', 'pensées', 'quand', 'on', 'médite', '?', '\n', 'Puisque', 'nous', 'ne', 'pouvons', 'empêcher', 'les', 'pensées', 'de', 'surgir', ',', 'la', 'pratique', 'de', 'la', 'méditation', 'de', 'pleine', 'conscience', 'consiste', 'à', 'les', 'accueillir', ',', 'les', 'observer', 'sans', 'jugement', ',', 'avec', 'curiosité', '(', 'tout', 'juste', ',', 'peut', 'être', ',', 'en', 'notant', 'leurs', 'caractéristiques', ',', 'leur', 'contenu', ',', 'leur', 'nature', 'agréable', 'ou', 'désagréable', 'ou', 'neutre', ')', '.', '\n', 'Cela', 'veut', 'dire', ""qu'"", 'on', 'ne', 'cherche', 'pas', ':', '\n', 'à', 'repousser', 'les', 'pensées', 'quand', 'elles', 'arrivent', '(', 'en', 'se', 'jugeant', 'parce', ""qu'"", 'on', 'est', 'persuadée', ""qu'"", 'on', 'ne', 'devrait', 'pas', 'penser', '!', ')', '\n', 'ni', 'à', 'les', 'suivre', ',', 'en', 'se', 'déconnectant', 'alors', 'de', 'nous', 'même', 'et', 'en', 'partant', '""', 'ailleurs', '""', 'dans', 'des', 'réflexions', 'ou', 'des', 'rêveries', ',', 'et', 'encore', 'moins', 'à', 'les', 'croire', 'en', 'étant', 'persuadé.e', '""', ""qu'"", 'on', ""n'"", 'y', 'arrivera', 'pas', '""', ',', '""', ""qu'"", 'il', 'faut', 'aller', 'faire', 'ce', 'SMS', 'immédiatement', '""', 'et', 'à', 'obéir', 'à', 'ce', 'qui', 'nous', 'semble', 'être', 'une', 'vérité', 'ou', 'une', 'injonction', '.', '\n']","[(704, 714)]",[['fle']]
401_9,"Un peu comme si nous étions allongé.e dans l'herbe et que nous nous observions des nuages dans le ciel : ils arrivent, ils passent, ils changent de forme, puis ils disparaissent.
Et plus nous pratiquons, plus nous nous rendons compte que nos pensées ne sont que des manifestations qui vont et viennent, apparaissent et disparaissent, que nous pouvons nous contenter de les observer sans nous y accrocher, sans nous rétracter autour d'elles … de la même manière dont nous pouvons percevoir les sensations du souffle, du corps, les sons lors de notre pratique de méditation.
","['Un', 'peu', 'comme', 'si', 'nous', 'étions', 'allongé.e', 'dans', ""l'"", 'herbe', 'et', 'que', 'nous', 'nous', 'observions', 'des', 'nuages', 'dans', 'le', 'ciel', ':', 'ils', 'arrivent', ',', 'ils', 'passent', ',', 'ils', 'changent', 'de', 'forme', ',', 'puis', 'ils', 'disparaissent', '.', '\n', 'Et', 'plus', 'nous', 'pratiquons', ',', 'plus', 'nous', 'nous', 'rendons', 'compte', 'que', 'nos', 'pensées', 'ne', 'sont', 'que', 'des', 'manifestations', 'qui', 'vont', 'et', 'viennent', ',', 'apparaissent', 'et', 'disparaissent', ',', 'que', 'nous', 'pouvons', 'nous', 'contenter', 'de', 'les', 'observer', 'sans', 'nous', 'y', 'accrocher', ',', 'sans', 'nous', 'rétracter', 'autour', ""d'"", 'elles', '…', 'de', 'la', 'même', 'manière', 'dont', 'nous', 'pouvons', 'percevoir', 'les', 'sensations', 'du', 'souffle', ',', 'du', 'corps', ',', 'les', 'sons', 'lors', 'de', 'notre', 'pratique', 'de', 'méditation', '.', '\n']","[(28, 37)]",[['fle']]
401_15,"Si cet article vous a intéressé.e, inscrivez-vous à la newsletter Re-Connect pour en recevoir d'autres,","['Si', 'cet', 'article', 'vous', 'a', 'intéressé.e', ',', 'inscrivez', '-vous', 'à', 'la', 'newsletter', 'Re-Connect', 'pour', 'en', 'recevoir', ""d'"", 'autres', ',']","[(22, 33)]",[['fle']]
425_1,C'est un capital précieux et nécessaire pour les chercheurs et les chercheuses.,"[""C'"", 'est', 'un', 'capital', 'précieux', 'et', 'nécessaire', 'pour', 'les', 'chercheurs', 'et', 'les', 'chercheuses', '.']","[(49, 78)]",[['coo']]
431_73,"Je remercie toutes celles et tous ceux qui ont pris part à ce débat très riche, particulièrement notre rapporteur, Michel Delebarre.
","['Je', 'remercie', 'toutes', 'celles', 'et', 'tous', 'ceux', 'qui', 'ont', 'pris', 'part', 'à', 'ce', 'débat', 'très', 'riche', ',', 'particulièrement', 'notre', 'rapporteur', ',', 'Michel', 'Delebarre', '.', '\n']","[(19, 38)]",[['coo']]
440_15,"Cette partie de la séance dure environ une heure, se déroule en sous-vêtement ou maillot de bain (deux pièces pour les femmes), allongé(e) et de préférence les yeux fermés car cela permet de s'intérioriser, de se détendre et d'être attentif à ce qui se passe en vous lors du travail.","['Cette', 'partie', 'de', 'la', 'séance', 'dure', 'environ', 'une', 'heure', ',', 'se', 'déroule', 'en', 'sous-vêtement', 'ou', 'maillot', 'de', 'bain', '(', 'deux', 'pièces', 'pour', 'les', 'femmes', ')', ',', 'allongé(e)', 'et', 'de', 'préférence', 'les', 'yeux', 'fermés', 'car', 'cela', 'permet', 'de', ""s'"", 'intérioriser', ',', 'de', 'se', 'détendre', 'et', ""d'"", 'être', 'attentif', 'à', 'ce', 'qui', 'se', 'passe', 'en', 'vous', 'lors', 'du', 'travail', '.']","[(128, 138)]",[['fle']]
449_42,"Votre Mission :
Rattaché(e) au Responsable secteur de votre région, vous êtes une ressource privilégiée de l’entreprise.","['Votre', 'Mission', ':', '\n', 'Rattaché(e)', 'au', 'Responsable', 'secteur', 'de', 'votre', 'région', ',', 'vous', 'êtes', 'une', 'ressource', 'privilégiée', 'de', 'l’', 'entreprise', '.']","[(16, 27)]",[['fle']]
449_45,"vous êtes amené(e) à :
• Prendre en charge le développement commercial du secteur géographique qui vous est confié (prospection de nouveaux clients, suivi et visite des chantiers…),
•","['vous', 'êtes', 'amené(e)', 'à', ':', '\n', '•', 'Prendre', 'en', 'charge', 'le', 'développement', 'commercial', 'du', 'secteur', 'géographique', 'qui', 'vous', 'est', 'confié', '(', 'prospection', 'de', 'nouveaux', 'clients', ',', 'suivi', 'et', 'visite', 'des', 'chantiers', '…', ')', ',', '\n', '•']","[(10, 18)]",[['fle']]
449_52,"Votre Profil :
Issu(e)","['Votre', 'Profil', ':', '\n', 'Issu(e)']","[(15, 22)]",[['fle']]
449_55,")
Vous êtes passionné(e) par la relation client, et la satisfaction de vos clients fait partie de vos priorités.
","[')', '\n', 'Vous', 'êtes', 'passionné(e)', 'par', 'la', 'relation', 'client', ',', 'et', 'la', 'satisfaction', 'de', 'vos', 'clients', 'fait', 'partie', 'de', 'vos', 'priorités', '.', '\n']","[(12, 24)]",[['fle']]
449_57,Etes doté(e),"['Etes', 'doté(e)']","[(5, 12)]",[['fle']]
449_61,"Etes motivé(e) par l’envie de relever des défis et de performer
Conditions d'emploi :
Contrat : CDI
Salaire :","['Etes', 'motivé(e)', 'par', 'l’', 'envie', 'de', 'relever', 'des', 'défis', 'et', 'de', 'performer', '\n', 'Conditions', ""d'"", 'emploi', ':', '\n', 'Contrat', ':', 'CDI', '\n', 'Salaire', ':']","[(5, 14)]",[['fle']]
454_20,"La reproduction totale ou partielle sans permission est interdite.
×
Suivez notre newsletter !
Abonnez-vous à notre newsletter, et restez informé(e) des nouveaux contenus et de l'activité sur le site.
","['La', 'reproduction', 'totale', 'ou', 'partielle', 'sans', 'permission', 'est', 'interdite', '.', '\n', '×', '\n', 'Suivez', 'notre', 'newsletter', '!', '\n', 'Abonnez', '-vous', 'à', 'notre', 'newsletter', ',', 'et', 'restez', 'informé(e)', 'des', 'nouveaux', 'contenus', 'et', 'de', ""l'"", 'activité', 'sur', 'le', 'site', '.', '\n']","[(138, 148)]",[['fle']]
459_17,et enseignant·e·s,"['et', 'enseignant·e·s']","[(3, 17)]",[['fle']]
459_20,"A l’école, les enseignant·e·s doivent apprendre aux élèves à distinguer les savoirs qui demeurent « ouverts » de ceux qui sont stabilisés et crédibles.","['A', 'l’', 'école', ',', 'les', 'enseignant·e·s', 'doivent', 'apprendre', 'aux', 'élèves', 'à', 'distinguer', 'les', 'savoirs', 'qui', 'demeurent', '«', 'ouverts', '»', 'de', 'ceux', 'qui', 'sont', 'stabilisés', 'et', 'crédibles', '.']","[(15, 29)]",[['fle']]
466_7,"Il ou elle assure la sécurité des écoliers, les informe et les renseigne sur les règles de sécurité.
1 Juin 2021 à 13:00
Offre d'emploi technicien ou technicienne en gestion des eaux
Poste régulier à temps plein
21 Avril 2021 à 21:31
Piscine municipale bientôt sur 12 mois
Le conseil municipal octroi un contrat et confirme le début des travaux de trandformation de la piscine municipale en bassin intérieur de 25 mètres par 8.5 mètres subdivisés en 4 couloirs.","['Il', 'ou', 'elle', 'assure', 'la', 'sécurité', 'des', 'écoliers', ',', 'les', 'informe', 'et', 'les', 'renseigne', 'sur', 'les', 'règles', 'de', 'sécurité', '.', '\n', '1', 'Juin', '2021', 'à', '13:00', '\n', 'Offre', ""d'"", 'emploi', 'technicien', 'ou', 'technicienne', 'en', 'gestion', 'des', 'eaux', '\n', 'Poste', 'régulier', 'à', 'temps', 'plein', '\n', '21', 'Avril', '2021', 'à', '21:31', '\n', 'Piscine', 'municipale', 'bientôt', 'sur', '12', 'mois', '\n', 'Le', 'conseil', 'municipal', 'octroi', 'un', 'contrat', 'et', 'confirme', 'le', 'début', 'des', 'travaux', 'de', 'trandformation', 'de', 'la', 'piscine', 'municipale', 'en', 'bassin', 'intérieur', 'de', '25', 'mètres', 'par', '8.5', 'mètres', 'subdivisés', 'en', '4', 'couloirs', '.']","[(136, 162)]",[['coo']]
494_7,"Cette situation ne constitue pas seulement une violation des droits fondamentaux des paysan-nes mais constitue aussi une menace croissante pour le droit à l’alimentation de l’ensemble des citoyen-nes belges.
","['Cette', 'situation', 'ne', 'constitue', 'pas', 'seulement', 'une', 'violation', 'des', 'droits', 'fondamentaux', 'des', 'paysan-nes', 'mais', 'constitue', 'aussi', 'une', 'menace', 'croissante', 'pour', 'le', 'droit', 'à', 'l’', 'alimentation', 'de', 'l’', 'ensemble', 'des', 'citoyen-nes', 'belges', '.', '\n']","[(85, 95), (188, 199)]","[['fle'], ['fle']]"
494_40,"Le salarié et la salariée, le prolétaire et la prolétaire, ne vendent pas « du travail », mais leur force de travail, leur capacité de production.","['Le', 'salarié', 'et', 'la', 'salariée', ',', 'le', 'prolétaire', 'et', 'la', 'prolétaire', ',', 'ne', 'vendent', 'pas', '«', 'du', 'travail', '»', ',', 'mais', 'leur', 'force', 'de', 'travail', ',', 'leur', 'capacité', 'de', 'production', '.']","[(3, 25)]",[['coo']]
494_51,"La découverte de la plus-value comme catégorie fondamentale de la société bourgeoise et de son mode de production, ainsi que l’explication de sa nature (résultat du surtravail, du travail non compensé, non rémunéré, fourni par le salarié) et de ses origines (obligation économique pour le ou la prolétaire de vendre sa force de travail comme marchandise au capitaliste) représente l’apport principal de Marx à la science économique et aux sciences sociales en général.","['La', 'découverte', 'de', 'la', 'plus-value', 'comme', 'catégorie', 'fondamentale', 'de', 'la', 'société', 'bourgeoise', 'et', 'de', 'son', 'mode', 'de', 'production', ',', 'ainsi', 'que', 'l’', 'explication', 'de', 'sa', 'nature', '(', 'résultat', 'du', 'surtravail', ',', 'du', 'travail', 'non', 'compensé', ',', 'non', 'rémunéré', ',', 'fourni', 'par', 'le', 'salarié', ')', 'et', 'de', 'ses', 'origines', '(', 'obligation', 'économique', 'pour', 'le', 'ou', 'la', 'prolétaire', 'de', 'vendre', 'sa', 'force', 'de', 'travail', 'comme', 'marchandise', 'au', 'capitaliste', ')', 'représente', 'l’', 'apport', 'principal', 'de', 'Marx', 'à', 'la', 'science', 'économique', 'et', 'aux', 'sciences', 'sociales', 'en', 'général', '.']","[(286, 294)]",[['coo']]
494_63,"La mise en place d’un revenu compensatoire déterminé sur base de la main-d’œuvre et non des hectares permettrait par exemple de favoriser la reprise et l’installation de nouveaux agriculteurs-trices (issu-es du milieu agricole ou non) et réduirait la spéculation Spéculation Opération consistant à prendre position sur un marché, souvent à contre-courant, dans l’espoir de dégager un profit.
","['La', 'mise', 'en', 'place', 'd’', 'un', 'revenu', 'compensatoire', 'déterminé', 'sur', 'base', 'de', 'la', 'main-d’', 'œuvre', 'et', 'non', 'des', 'hectares', 'permettrait', 'par', 'exemple', 'de', 'favoriser', 'la', 'reprise', 'et', 'l’', 'installation', 'de', 'nouveaux', 'agriculteurs-trices', '(', 'issu-es', 'du', 'milieu', 'agricole', 'ou', 'non', ')', 'et', 'réduirait', 'la', 'spéculation', 'Spéculation', 'Opération', 'consistant', 'à', 'prendre', 'position', 'sur', 'un', 'marché', ',', 'souvent', 'à', 'contre-courant', ',', 'dans', 'l’', 'espoir', 'de', 'dégager', 'un', 'profit', '.', '\n']","[(200, 207)]",[['fle']]
494_79,"Cet article est extrait du magazine du CADTM : Les Autres Voix de la Planète
Auteur.e
Vanessa Martin
Fédération","['Cet', 'article', 'est', 'extrait', 'du', 'magazine', 'du', 'CADTM', ':', 'Les', 'Autres', 'Voix', 'de', 'la', 'Planète', '\n', 'Auteur.e', '\n', 'Vanessa', 'Martin', '\n', 'Fédération']","[(77, 85)]",[['fle']]
494_81,".
Autres articles en français de Vanessa Martin (1)
Podcast du LCD : Les dettes privées illégitimes, à bas !
12 mai 2017, par Robin Delobel , Eva Betavatzi , Vanessa Martin
Auteur.e
Johan Verhoeven
FIAN
Agriculture et souveraineté alimentaire
Les agriculteurs indiens signent une victoire
8 décembre","['.', '\n', 'Autres', 'articles', 'en', 'français', 'de', 'Vanessa', 'Martin', '(', '1', ')', '\n', 'Podcast', 'du', 'LCD', ':', 'Les', 'dettes', 'privées', 'illégitimes', ',', 'à', 'bas', '!', '\n', '12', 'mai', '2017', ',', 'par', 'Robin', 'Delobel', ',', 'Eva', 'Betavatzi', ',', 'Vanessa', 'Martin', '\n', 'Auteur.e', '\n', 'Johan', 'Verhoeven', '\n', 'FIAN', '\n', 'Agriculture', 'et', 'souveraineté', 'alimentaire', '\n', 'Les', 'agriculteurs', 'indiens', 'signent', 'une', 'victoire', '\n', '8', 'décembre']","[(173, 181)]",[['fle']]
515_48,"Les intentions qui motivent tout un chacun à associer les habitant.e.s à ses actions et à mettre en place la participation, sont multiples.","['Les', 'intentions', 'qui', 'motivent', 'tout', 'un', 'chacun', 'à', 'associer', 'les', 'habitant.e.s', 'à', 'ses', 'actions', 'et', 'à', 'mettre', 'en', 'place', 'la', 'participation', ',', 'sont', 'multiples', '.']","[(58, 70)]",[['fle']]
515_49,"Pour autant, sont-elles compatibles avec les besoins des habitant.e.s visé.e.s ?","['Pour', 'autant', ',', 'sont-elles', 'compatibles', 'avec', 'les', 'besoins', 'des', 'habitant.e.s', 'visé.e.s', '?']","[(57, 78)]",[['fle']]
520_96,"Allez bonne route, pour l’entretien individuel fuck (à celui ou celle qui sera face à toi) et un câlin pour la route.
","['Allez', 'bonne', 'route', ',', 'pour', 'l’', 'entretien', 'individuel', 'fuck', '(', 'à', 'celui', 'ou', 'celle', 'qui', 'sera', 'face', 'à', 'toi', ')', 'et', 'un', 'câlin', 'pour', 'la', 'route', '.', '\n']","[(55, 69)]",[['coo']]
541_66,Il est vrai que quand on résiste à l’enseignant(e) qui veut vous déculotter pour vous fesser on prend des risques.,"['Il', 'est', 'vrai', 'que', 'quand', 'on', 'résiste', 'à', 'l’', 'enseignant(e)', 'qui', 'veut', 'vous', 'déculotter', 'pour', 'vous', 'fesser', 'on', 'prend', 'des', 'risques', '.']","[(37, 50)]",[['fle']]
541_136,"Lors d’une fessée publique la honte doit faire partie de la punition et donc la nudité des fesses devant toute rend la fessée plus efficace
Henri avait mérité cette honteuse fessée culotte baissée.
Répondre	
Julie19 dit :	
5 mai, 2021 à 19:31	
Bonjour à toutes et tous.
","['Lors', 'd’', 'une', 'fessée', 'publique', 'la', 'honte', 'doit', 'faire', 'partie', 'de', 'la', 'punition', 'et', 'donc', 'la', 'nudité', 'des', 'fesses', 'devant', 'toute', 'rend', 'la', 'fessée', 'plus', 'efficace', '\n', 'Henri', 'avait', 'mérité', 'cette', 'honteuse', 'fessée', 'culotte', 'baissée', '.', '\n', 'Répondre', '\t\n', 'Julie19', 'dit', ':', '\t\n', '5', 'mai', ',', '2021', 'à', '19:31', '\t\n', 'Bonjour', 'à', 'toutes', 'et', 'tous', '.', '\n']","[(254, 268)]",[['coo']]
546_123,"Coucou, merci pour la lecture matinale… et positive qui plus est, MERCI car c’est rare en ces temps troubles… !
Et oui, quand on s’intéresse à ce monde, on a plus de raisons d’êtres inquiet.e.s, d’avoir peur et de sauter du pont, que de sauter de joies au plafond …
Ceci dit, pour commencer, je ne peux m’empêcher de te faire remarquer (après ça je serais libéré de mon toc !) que les épaules, du tout petit être que tu es, ploiENT sous la responsabilité et l’immensité de la tâche ! (On me dit dans l’oreillette qu’une faute d’orthographe est assez rare de ta part pour que je me permette de te le faire remarquer…)
Par le truchement de ma relecture et de l’écriture du message que je veux apporter dans cet élan, les 2 mots se sont bien encontreusement inversés… alors je dirais que nos épaules ploient sous l’immensité et la responsabilité de la tâche !","['Coucou', ',', 'merci', 'pour', 'la', 'lecture', 'matinale', '…', 'et', 'positive', 'qui', 'plus', 'est', ',', 'MERCI', 'car', 'c’', 'est', 'rare', 'en', 'ces', 'temps', 'troubles', '…', '!', '\n', 'Et', 'oui', ',', 'quand', 'on', 's’', 'intéresse', 'à', 'ce', 'monde', ',', 'on', 'a', 'plus', 'de', 'raisons', 'd’', 'êtres', 'inquiet.e.s', ',', 'd’', 'avoir', 'peur', 'et', 'de', 'sauter', 'du', 'pont', ',', 'que', 'de', 'sauter', 'de', 'joies', 'au', 'plafond', '…', '\n', 'Ceci', 'dit', ',', 'pour', 'commencer', ',', 'je', 'ne', 'peux', 'm’', 'empêcher', 'de', 'te', 'faire', 'remarquer', '(', 'après', 'ça', 'je', 'serais', 'libéré', 'de', 'mon', 'toc', '!', ')', 'que', 'les', 'épaules', ',', 'du', 'tout', 'petit', 'être', 'que', 'tu', 'es', ',', 'ploiENT', 'sous', 'la', 'responsabilité', 'et', 'l’', 'immensité', 'de', 'la', 'tâche', '!', '(', 'On', 'me', 'dit', 'dans', 'l’', 'oreillette', 'qu’', 'une', 'faute', 'd’', 'orthographe', 'est', 'assez', 'rare', 'de', 'ta', 'part', 'pour', 'que', 'je', 'me', 'permette', 'de', 'te', 'le', 'faire', 'remarquer', '…', ')', '\n', 'Par', 'le', 'truchement', 'de', 'ma', 'relecture', 'et', 'de', 'l’', 'écriture', 'du', 'message', 'que', 'je', 'veux', 'apporter', 'dans', 'cet', 'élan', ',', 'les', '2', 'mots', 'se', 'sont', 'bien', 'encontreusement', 'inversés', '…', 'alors', 'je', 'dirais', 'que', 'nos', 'épaules', 'ploient', 'sous', 'l’', 'immensité', 'et', 'la', 'responsabilité', 'de', 'la', 'tâche', '!']","[(182, 193)]",[['fle']]
546_125,"Je m’explique : à force de répéter qu’il faut tout changer, tout vendre, tout bruler… et que tout seul.e on changera pas grand chose, que c’est là haut que ça se décide, que nous on est trop petits,etc… alors les gens se dédouanent de la responsabilité de la tâche !","['Je', 'm’', 'explique', ':', 'à', 'force', 'de', 'répéter', 'qu’', 'il', 'faut', 'tout', 'changer', ',', 'tout', 'vendre', ',', 'tout', 'bruler', '…', 'et', 'que', 'tout', 'seul.e', 'on', 'changera', 'pas', 'grand', 'chose', ',', 'que', 'c’', 'est', 'là', 'haut', 'que', 'ça', 'se', 'décide', ',', 'que', 'nous', 'on', 'est', 'trop', 'petits', ',', 'etc', '…', 'alors', 'les', 'gens', 'se', 'dédouanent', 'de', 'la', 'responsabilité', 'de', 'la', 'tâche', '!']","[(98, 104)]",[['fle']]
553_56,"ou pas !
Publié par Clementia 25 Mai 2013 à 04:00 PM
Dans le monde réel, quand on a passé une soirée sympa ensemble au ciné, au resto ou en boîte, certain(e)s ont coutume de vous inviter à ""monter prendre le dernier verre""... (c'est souvent avec l'idée du ""et plus, si affinités"" !","['ou', 'pas', '!', '\n', 'Publié', 'par', 'Clementia', '25', 'Mai', '2013', 'à', '04:00', 'PM', '\n', 'Dans', 'le', 'monde', 'réel', ',', 'quand', 'on', 'a', 'passé', 'une', 'soirée', 'sympa', 'ensemble', 'au', 'ciné', ',', 'au', 'resto', 'ou', 'en', 'boîte', ',', 'certain(e)s', 'ont', 'coutume', 'de', 'vous', 'inviter', 'à', '""', 'monter', 'prendre', 'le', 'dernier', 'verre', '""', '...', '(', ""c'"", 'est', 'souvent', 'avec', ""l'"", 'idée', 'du', '""', 'et', 'plus', ',', 'si', 'affinités', '""', '!']","[(147, 158)]",[['fle']]
